size_m2,bedrooms,bathrooms,age,distance_city_center_km,floor,parking_spaces,has_elevator,neighborhood,property_type,condition,heating_type,price
63.3746905,2,3,40,6.784472867,16,1,1,D,apartment,new,none,173299.4661
106.2659079,4,3,47,7.686408604,15,1,1,A,studio,good,gas,368682.2415
41.20989628,1,2,25,10.40437405,5,2,0,C,studio,good,gas,119833.4871
60.15441853,2,1,8,4.777001256,0,1,0,A,house,good,electric,259407.1734
105.9058371,4,2,33,5.525858838,17,0,0,B,house,new,none,406111.8544
122.1539974,2,3,30,11.26822133,10,0,0,C,studio,good,electric,331640.9454
105.1410484,2,1,41,8.342830265,0,2,0,D,studio,new,gas,264761.528
96.53055153,1,2,6,4.716947694,18,1,1,A,studio,new,none,434427.6527
90.96688913,4,2,8,2.370470215,2,0,0,C,studio,good,gas,306422.5979
55.64434029,3,1,39,9.358360381,19,2,0,D,apartment,new,electric,208807.1574
78.40467375,5,3,25,12.26246444,14,2,1,A,house,new,none,357328.5957
86.18083687,2,1,32,13.43868323,5,1,0,C,apartment,old,gas,181322.2004
131.7136668,2,1,32,2.990254551,1,2,1,A,apartment,new,none,473290.806
110.3085487,2,3,39,11.94553395,16,0,0,C,studio,good,electric,290570.4938
47.10879534,2,2,3,4.69454814,13,2,1,C,house,good,gas,225173.1026
109.7225191,5,1,27,18.55044865,16,0,1,C,apartment,good,gas,335145.7027
88.44753159,3,1,3,8.46954784,2,1,0,C,studio,good,none,273173.2687
79.69233999,1,2,46,3.803170751,10,0,1,D,apartment,good,none,208473.123
118.3502887,3,3,33,11.51023396,19,1,0,B,studio,good,electric,343734.9268
130.9299857,5,2,48,9.585499833,1,1,0,B,apartment,good,gas,387189.4502
127.9384036,4,2,39,13.53955746,4,2,0,B,studio,new,gas,351893.6713
74.8234743,1,1,47,11.08869731,8,1,0,A,house,good,none,190429.9372
90.72362872,1,1,5,18.33564498,0,0,0,A,studio,good,none,226461.5087
109.9379029,4,3,32,8.075035816,14,0,0,D,studio,new,electric,353446.1365
129.2663538,2,1,4,14.31437977,6,2,1,C,house,good,none,409224.9537
85.62477286,5,2,18,6.694595156,18,1,0,C,house,good,gas,366008.2991
94.4302307,4,2,17,11.09126433,9,1,1,D,house,good,gas,321894.3348
66.80995078,3,3,2,7.567326773,18,0,0,B,studio,good,gas,274829.2598
64.11380128,3,1,33,15.50441459,3,1,0,D,apartment,old,gas,122475.7889
124.3757747,4,1,1,14.77059792,14,1,0,B,house,old,none,424730.7021
140.6872009,5,3,0,12.55236904,1,1,0,C,studio,good,gas,468498.5232
97.83969635,1,3,34,11.71562546,14,1,0,A,studio,good,gas,313423.8541
130.1059869,1,1,3,13.4673727,10,0,0,A,house,new,electric,460367.6081
110.8490808,2,3,34,14.76688086,17,0,0,C,studio,good,none,292227.5968
80.64640736,5,2,7,10.52178286,5,0,1,D,studio,new,gas,277794.8759
110.8418682,3,3,43,12.74702462,13,0,0,D,apartment,new,none,301822.7154
146.141097,3,2,28,17.76062402,8,2,1,C,house,old,electric,410247.7069
98.92521883,2,2,35,9.032055962,6,1,1,C,house,old,gas,288114.1612
146.9393097,3,2,13,11.30981932,0,1,1,B,studio,good,electric,461601.0198
30,2,1,41,8.008957355,8,2,0,A,apartment,good,gas,147371.2349
124.6570751,2,2,48,16.75868935,1,1,1,D,apartment,good,none,246374.7202
102.611412,4,3,29,8.77774365,5,0,0,B,house,new,electric,382440.9342
91.02977949,1,2,49,12.55265905,16,1,0,B,studio,new,gas,204419.6942
102.7528233,5,1,6,20.62019832,0,1,1,B,apartment,old,electric,307806.6747
40.37293256,5,1,12,15.0218172,16,2,1,C,house,old,none,120980.0783
93.40984336,1,1,21,8.766241182,14,2,1,C,apartment,new,electric,308438.6529
110.7133771,5,1,44,14.12091086,11,0,1,A,apartment,good,electric,347738.8369
144.3368213,3,3,1,12.18126719,4,2,1,C,studio,old,gas,479239.4937
84.45189345,3,1,7,2.261642276,5,1,1,D,apartment,new,electric,335048.8862
75.74519191,5,3,20,4.189830227,3,1,0,A,house,new,electric,414819.8706
84.94728869,4,1,19,8.445975565,4,0,0,A,house,new,none,337720.2476
127.4620635,5,1,10,11.76951138,17,0,1,C,studio,new,none,458866.1568
109.8625333,2,3,33,7.006592954,9,0,1,C,studio,good,gas,347840.9956
84.10719389,2,2,43,10.15518287,16,2,0,B,studio,new,none,281469.0344
115.398023,1,3,4,7.375609928,1,1,1,B,studio,good,none,355809.4055
102.9123265,3,2,47,5.484297053,9,2,1,A,apartment,old,gas,387611.8865
129.0593497,4,3,29,7.796400805,17,1,0,B,studio,new,electric,431088.2371
78.93840718,5,2,32,11.53786246,16,2,0,A,apartment,new,electric,320592.6045
90.1701356,2,1,11,12.49766783,15,0,1,D,apartment,good,gas,266562.8425
88.23675541,3,2,4,8.262531475,1,1,1,B,studio,good,none,287415.0486
56.09455156,3,2,0,17.40110224,2,1,0,A,studio,new,none,236980.2729
108.8836083,4,1,34,6.505947163,5,1,0,D,studio,good,electric,299884.1309
107.8316582,4,1,24,11.26590532,5,2,1,D,studio,good,electric,308019.824
100.1534037,4,2,3,7.938466352,2,2,1,B,apartment,good,none,423437.1371
92.962386,4,2,8,5.808830943,13,1,0,C,house,new,electric,382951.8187
57.53887774,2,3,48,5.524842084,15,0,0,D,apartment,new,gas,151405.5768
87.38064032,4,1,43,9.534791716,9,0,1,B,house,good,electric,296538.4423
89.7185645,3,1,2,2.342583844,2,0,1,B,house,old,electric,382128.9537
75.93168192,3,1,29,11.91214104,6,1,1,A,house,new,none,324255.7164
95.16142865,5,3,19,12.02236153,13,0,0,B,studio,old,none,295145.4895
112.1215257,3,3,9,13.18318719,14,1,1,B,house,new,gas,479538.6812
156.585577,3,2,19,18.36260049,0,0,1,A,house,good,electric,532102.9125
105.2373344,2,3,39,11.62554543,4,1,1,A,house,old,electric,355426.6136
107.7265117,3,3,2,4.761493812,5,1,1,A,house,good,gas,525471.0864
97.76662253,1,3,10,7.897538938,19,0,0,D,house,good,none,339065.2294
42.43686354,3,1,14,10.11446443,0,1,0,A,apartment,old,gas,150799.7658
99.20458374,5,2,27,8.842775516,10,2,0,D,apartment,good,electric,311595.148
101.8069063,5,3,43,5.254835619,3,0,1,C,house,old,electric,343080.7083
173.8972634,4,3,34,6.56376556,3,1,0,D,studio,old,none,469074.6401
94.22917106,2,3,6,12.02185112,6,0,0,A,studio,new,gas,342180.4877
109.0464203,5,1,32,13.29549362,8,1,1,A,house,good,electric,415469.7494
98.95864691,1,2,41,7.807097563,19,0,1,C,apartment,new,none,324343.7095
64.93965887,1,2,48,11.18058479,16,0,1,A,house,old,electric,212331.0731
134.2846844,4,3,37,3.007454755,13,0,1,A,studio,new,gas,502289.3894
122.557991,2,2,18,4.670297689,18,1,1,C,studio,new,none,361311.159
123.7309584,2,1,43,9.678444573,6,0,1,B,studio,good,none,333870.3469
72.71837636,3,3,28,3.247125024,14,0,1,C,studio,good,electric,269732.7084
142.0838293,1,2,1,10.90870391,1,1,0,D,house,old,gas,445242.1905
57.94446812,1,3,43,2.883144173,11,1,0,D,apartment,new,none,166934.8788
117.6057128,1,1,18,16.24122008,15,0,0,C,apartment,new,none,332473.7825
165.7136688,1,3,8,16.46389218,10,1,0,C,house,old,electric,524152.6513
70.28391025,5,1,5,17.04126113,10,2,1,C,studio,good,gas,264223.8836
83.01106811,2,3,16,5.329113711,2,2,1,D,house,new,electric,329944.0049
102.989541,3,3,1,14.03934383,6,2,1,C,studio,good,gas,361377.8249
84.89573038,5,2,38,6.92907077,16,2,0,D,house,old,gas,291023.3409
53.48009707,2,2,5,0.585110034,1,2,1,D,apartment,new,none,276600.6649
102.0568892,4,1,13,6.232618044,1,2,1,D,house,good,none,354889.3797
68.13088859,1,1,48,14.51284429,19,2,1,B,house,good,none,171694.9326
114.2077729,3,1,25,11.48186171,10,2,1,A,house,new,electric,440710.6092
72.41727297,2,2,17,7.079194197,12,2,1,C,house,new,none,278929.0486
146.4980322,4,3,5,8.998480894,17,2,0,A,studio,good,electric,581596.8136
76.50240123,1,1,11,7.002906344,2,1,0,A,studio,new,none,290744.5417
90.33815451,4,3,37,9.234715107,3,0,1,D,studio,good,none,232391.1976
124.4055165,4,3,21,16.8570851,8,2,1,A,studio,new,electric,453221.0623
63.07407051,5,2,13,8.100120776,9,1,1,C,apartment,old,none,219284.8714
106.823798,4,2,12,19.08717458,18,0,0,C,house,new,none,369778.5717
139.2142826,5,3,8,4.894343446,15,2,0,A,apartment,good,electric,565119.2971
51.77550296,5,1,49,12.72214617,6,0,1,A,house,new,none,160608.8945
105.5390158,4,2,41,14.74621504,10,2,1,C,house,old,gas,321328.4106
107.7964838,2,3,31,3.296788464,10,1,1,A,studio,new,none,434684.0945
123.4546862,4,2,9,11.5435825,16,1,1,C,studio,new,electric,479713.9555
62.89147867,4,3,26,3.338948899,18,2,0,B,house,good,electric,338174.1237
60.38630161,2,2,13,19.23663569,3,0,1,C,studio,good,gas,136024.393
115.658247,1,1,8,16.50552353,5,2,0,B,house,new,electric,421614.1219
108.9095402,3,1,8,13.29855631,18,0,1,B,house,new,none,391886.4514
107.5147855,1,2,25,10.11835835,10,1,0,A,apartment,old,electric,374498.7889
110.3934463,4,2,31,7.401310225,8,2,1,D,studio,old,none,297038.7439
79.59925835,1,2,40,6.702878613,13,1,0,D,studio,old,electric,142813.5608
106.9676109,3,1,34,17.24711451,12,0,0,A,house,old,electric,365775.3054
108.7921742,1,2,25,10.83965268,0,1,1,D,apartment,old,none,251132.321
78.56945746,3,1,40,16.31631126,10,2,0,A,apartment,good,electric,242172.1267
155.9732353,1,2,44,16.59571633,15,0,1,A,apartment,new,electric,469513.3426
114.2149876,5,2,41,9.495063457,12,1,0,B,house,new,electric,391004.2525
64.26089508,4,3,2,9.101454516,16,1,1,D,house,old,gas,313545.6497
119.6966083,3,1,29,8.692179014,9,1,0,D,studio,new,gas,360473.5772
70.75954989,4,2,28,5.814374672,13,1,0,C,studio,old,electric,215449.4941
123.6125381,5,1,19,9.435972122,1,2,1,A,apartment,new,none,460664.5533
134.7578674,1,3,3,9.812128089,15,2,0,B,studio,old,electric,436040.8355
75.37953045,4,1,13,13.29252148,19,1,0,B,studio,good,none,239018.1215
128.9012839,1,1,44,9.451110096,16,2,0,B,apartment,new,none,406928.9208
112.3834278,1,1,38,13.88259051,19,2,0,B,apartment,old,gas,299156.631
124.6618048,4,1,20,12.9026625,11,1,0,C,apartment,old,electric,353980.5142
156.9037895,3,1,6,13.63816971,15,1,1,D,studio,new,gas,495236.6701
92.63835652,3,1,5,10.76145459,17,1,1,D,studio,new,electric,290253.6659
77.38791507,4,1,39,12.47571226,9,1,1,D,house,good,electric,248982.5551
73.31456711,3,2,5,11.16940155,13,2,0,B,apartment,new,electric,338927.8865
75.52569145,2,2,24,2.383417219,5,1,1,D,apartment,old,electric,231367.7106
97.68694872,1,1,3,7.901415763,16,2,1,C,apartment,new,none,408244.1863
110.2345592,4,1,36,5.499533427,11,0,1,B,studio,good,none,350385.3598
108.300724,5,2,24,17.51628692,9,1,0,A,studio,new,electric,359789.4232
124.8154975,4,3,17,14.70732661,0,2,0,B,apartment,new,electric,452277.6832
100.3900568,4,2,33,11.22333952,3,1,0,C,studio,new,none,263827.1058
143.6060223,1,3,24,11.90699716,2,1,1,A,apartment,new,gas,471277.9515
92.060295,5,1,21,17.08930171,8,0,0,D,apartment,good,gas,262815.5923
181.605075,1,1,45,7.405957842,2,0,0,B,studio,new,gas,471700.0068
118.7700204,3,2,13,16.19611753,13,0,0,D,house,new,electric,394865.3424
74.28527331,4,2,36,18.96223081,8,2,1,A,apartment,new,electric,274314.4999
67.87322506,1,2,10,10.36523195,18,1,1,C,studio,old,electric,188669.7716
114.4741725,2,1,26,6.0767809,13,2,0,A,apartment,old,none,393526.5105
93.29611644,4,2,25,9.080136861,17,1,0,D,studio,old,gas,255877.4749
121.4200148,3,2,34,15.34733118,15,2,0,A,house,new,electric,456634.468
114.1971287,1,3,15,12.82192651,1,2,0,D,house,old,gas,349280.7557
97.81513262,1,1,39,11.42696269,0,1,1,D,apartment,good,gas,230552.0931
74.59618846,2,1,19,5.650798144,8,1,0,D,studio,old,gas,182076.7178
54.55458326,3,1,14,10.36080769,9,0,0,B,house,new,none,237528.4615
86.60455144,2,2,13,11.64535272,2,2,1,D,house,good,none,285852.6041
125.6919638,4,1,45,7.772465425,9,1,0,D,house,new,electric,396474.2516
106.4228123,5,2,7,7.99648271,12,2,0,B,house,new,gas,449324.4017
62.62783664,1,3,23,13.80596768,7,1,0,B,house,old,electric,213866.6148
105.1954278,2,1,32,13.0834325,0,2,1,B,house,new,none,340940.6026
111.5595214,1,3,15,10.28370757,12,1,1,D,house,good,electric,385237.5446
73.48427691,1,3,26,9.075587398,6,2,1,A,apartment,good,electric,303468.3197
104.6117532,2,1,27,9.527583281,14,0,0,B,house,new,electric,360463.5094
101.7462616,1,1,43,15.24017893,10,2,1,D,apartment,good,gas,211435.0699
65.71089107,3,2,13,12.97458097,13,0,1,D,studio,good,none,164545.1671
110.7336208,3,3,8,11.01449784,5,2,1,D,studio,good,electric,350507.1863
116.8235358,5,3,45,18.28405617,0,0,1,A,studio,old,none,305280.4673
132.4915373,3,2,12,6.70392547,1,0,0,C,apartment,new,electric,473329.9689
131.6140616,2,1,21,4.373588027,5,2,0,B,apartment,old,electric,411745.486
58.66991896,3,3,29,0,17,0,1,A,apartment,old,none,285518.3355
71.8652488,5,2,31,12.75616899,19,1,1,D,studio,old,none,144874.5609
115.451058,4,3,15,17.80043835,17,1,0,B,apartment,new,none,435563.4919
115.4135785,4,3,24,17.42263837,14,0,0,A,house,new,gas,421294.2507
115.4514306,2,2,48,7.040655634,11,1,1,B,house,new,gas,409834.6629
215.5819447,5,3,22,6.081808095,10,0,1,A,house,old,electric,788616.7928
117.1267153,3,2,36,0,8,1,1,C,apartment,good,electric,415811.1116
134.0669692,5,2,27,6.678999032,14,0,1,D,house,good,electric,455105.0179
128.6200529,1,3,2,4.521875162,9,1,1,A,studio,new,gas,566815.6631
119.5417375,5,3,22,16.2691941,6,0,1,B,apartment,new,none,408614.8314
90.54192266,3,1,32,10.85450569,18,0,1,B,house,new,none,305410.6739
122.7690766,2,1,38,10.33926023,19,2,0,D,apartment,old,none,340212.9662
76.81524356,1,3,24,6.467845849,3,1,0,B,studio,good,gas,263210.3842
92.8954418,5,1,24,3.237017989,0,2,0,D,house,new,electric,344407.3602
85.43909357,4,1,38,3.553236253,13,0,0,B,apartment,new,gas,297663.7619
102.4562242,3,2,20,4.90359768,8,0,0,A,house,old,none,431904.74
169.439757,2,3,30,13.93735531,17,0,0,A,studio,old,gas,513062.1229
43.98204422,3,1,48,3.044821255,2,1,1,D,house,good,gas,124758.2031
120.5878057,5,1,29,12.7033855,6,0,1,B,house,good,electric,411141.5106
51.61852386,2,1,38,25.00689541,0,1,1,B,apartment,new,none,101398.9114
85.84204403,4,3,44,7.917520473,14,1,0,B,studio,good,gas,267480.776
132.6685179,1,2,44,11.77092161,2,0,1,D,studio,new,electric,306562.4876
101.9284006,5,3,41,10.25422184,3,2,0,C,house,new,gas,367292.0359
67.66765666,2,2,33,3.571501962,4,1,0,C,studio,new,electric,188529.9225
78.54088872,1,1,37,4.715086735,17,1,0,D,house,good,gas,230140.679
120.3879325,2,3,6,7.630248288,5,0,0,A,apartment,new,electric,470815.0769
78.08900105,5,2,26,9.797886309,1,2,1,C,apartment,old,none,228465.478
106.4937577,2,1,12,19.81651337,9,1,0,D,apartment,new,gas,309309.5126
101.3671552,4,1,28,6.744692468,11,1,0,C,house,new,electric,390181.5951
80.45198957,2,3,22,5.885705114,1,1,0,D,apartment,new,none,295551.8934
164.3183227,5,2,7,5.369774057,4,2,1,A,studio,old,gas,590474.3574
119.0175707,2,1,20,15.98622559,10,1,0,A,house,new,none,384814.8739
39.2457224,1,1,12,7.146153747,16,2,1,D,house,old,gas,155008.9956
105.5936294,1,1,25,18.34688781,12,1,0,A,house,new,electric,382116.7023
80.14640606,3,2,42,11.65969117,7,0,1,B,apartment,new,none,226936.1128
125.573,3,2,9,17.95383175,0,0,0,D,studio,old,electric,274968.321
76.22437785,4,1,28,10.36170637,12,0,0,B,house,new,gas,284269.0364
96.55790676,1,2,26,9.096883802,4,0,0,A,apartment,old,none,306312.6819
115.1496184,3,1,3,11.17275002,6,1,1,C,apartment,new,electric,386887.686
125.9726558,2,1,41,16.80749642,0,1,0,A,studio,old,gas,318846.5625
63.99110779,4,2,30,11.37133054,14,2,1,C,house,old,none,199649.0404
89.96496292,5,2,16,12.69444753,14,1,1,B,house,new,none,408335.3759
85.75164067,3,3,7,10.45205041,2,2,1,B,house,new,none,358004.5546
80.40012302,3,3,36,9.0446255,7,0,0,A,studio,old,none,227494.7851
152.9636272,1,2,19,12.64504227,6,0,1,C,studio,old,none,364630.5164
112.1494513,4,2,46,11.23349332,15,0,0,A,apartment,good,none,369133.6926
62.17348137,1,2,9,11.21824995,0,1,0,D,studio,new,none,171098.2689
127.5358584,1,2,49,3.941092858,11,0,1,D,studio,old,electric,308888.4623
163.6646859,4,1,43,7.405690011,18,2,1,A,studio,new,gas,587844.196
130.9739578,2,1,33,10.24939893,17,0,1,B,apartment,good,electric,399855.9029
54.41890102,3,3,38,3.407454,19,2,1,C,house,good,electric,243154.9266
85.47297781,1,2,10,13.70694761,12,0,0,A,studio,old,gas,245022.3376
138.0073345,3,3,46,4.16052314,2,0,1,A,house,good,none,466191.05
78.76991603,4,2,11,6.218146329,5,0,0,B,studio,good,electric,272739.8099
113.3145828,2,2,9,11.80928673,8,0,1,C,house,new,electric,411305.7133
123.2390216,5,2,12,3.151506129,8,0,0,B,apartment,new,gas,529319.5739
72.19208585,2,1,33,13.42565961,12,1,0,C,studio,old,gas,131261.8636
98.21423932,4,3,29,3.945039765,3,2,1,B,house,old,electric,387088.9338
30,2,2,14,12.07283663,8,2,0,D,apartment,new,electric,108981.7252
69.26837076,5,3,7,7.595055537,14,1,0,B,apartment,new,none,385637.4428
92.42295546,1,3,37,10.69097096,14,1,1,C,house,good,gas,318362.0121
62.56650454,2,1,35,8.753869573,5,0,1,A,house,new,gas,245143.8706
148.9723391,4,1,39,6.246033247,7,0,0,C,apartment,new,electric,462980.2613
57.09575866,2,2,21,0,4,0,0,D,house,good,electric,213689.5982
86.7986654,5,3,4,3.789002067,15,2,1,A,studio,old,none,406960.2402
103.9222173,4,1,31,1.523535786,18,0,1,D,apartment,good,none,348881.9618
143.2381987,2,3,19,6.899596024,5,1,0,C,house,good,gas,452740.3298
56.92413546,4,3,22,13.18070995,13,0,1,C,house,old,gas,212015.0891
134.8949126,5,2,39,18.12211293,15,1,1,D,apartment,good,electric,385478.6916
100.3069918,1,3,45,15.68386751,2,0,0,D,apartment,new,electric,191245.3476
70.55474047,5,1,48,13.99101792,3,0,0,D,apartment,old,gas,126870.5733
113.8631042,1,2,1,18.11724513,0,2,1,D,house,good,none,371336.3467
105.9717909,3,2,18,15.82881531,15,1,1,A,house,good,electric,433113.5377
81.99349369,5,2,25,19.2101978,9,1,0,A,apartment,old,none,245165.9952
102.0940625,1,1,35,11.05319265,13,1,1,C,house,new,electric,318743.648
88.44059209,3,2,13,12.7399461,2,2,0,C,house,new,none,357637.5963
103.4055204,3,3,6,3.415672994,1,0,1,C,house,good,electric,470830.5868
119.8639202,3,2,15,3.245676158,6,2,1,B,studio,new,electric,453792.5453
147.5805045,4,1,9,13.83825785,9,1,1,A,studio,old,gas,474355.3328
62.86553504,5,1,42,4.459748526,3,2,1,A,apartment,new,electric,277553.0911
163.9910012,5,2,21,10.21984205,6,1,0,A,apartment,new,electric,606471.6919
41.43736601,5,3,25,18.80228203,7,2,0,B,house,good,none,170580.859
95.44644715,5,1,4,9.942784673,15,1,0,A,studio,old,gas,372305.0002
117.6495162,4,1,11,12.57699086,12,0,0,A,apartment,new,none,461675.1188
108.429756,5,1,23,8.577340807,1,2,0,D,apartment,new,gas,342802.1226
81.31901441,1,2,23,14.99132323,9,1,1,D,house,good,electric,219784.5813
93.75633249,3,1,14,13.40669161,18,1,1,C,apartment,old,gas,321920.4004
85.20997196,4,1,23,13.51471781,17,0,0,C,studio,good,gas,284927.416
82.31905729,4,1,23,13.99326861,15,1,1,A,apartment,new,gas,372971.3479
125.4880629,5,2,41,7.532493143,9,1,0,D,apartment,good,gas,383575.6845
110.7104646,3,1,25,22.96670633,18,1,1,C,house,new,none,352557.76
79.21271214,1,1,33,8.891765741,12,1,0,B,apartment,good,electric,247251.4157
126.9879963,3,2,17,8.761184218,13,1,1,A,apartment,old,gas,456215.7875
109.2189856,2,2,42,5.909003299,11,2,1,D,apartment,new,gas,339030.7812
124.3858636,3,3,36,10.02211568,12,2,1,D,house,new,gas,426866.3788
118.8888653,1,1,5,11.0698888,11,2,0,B,house,new,electric,447724.0932
75.13014967,1,2,44,9.070453604,8,2,1,A,house,good,none,291460.3884
83.19456879,1,3,24,16.58163252,2,2,1,B,house,new,electric,329663.3064
122.4188082,4,1,16,11.46877312,12,2,0,C,house,good,gas,425469.2141
118.311108,4,2,15,14.57970499,13,1,1,A,studio,old,gas,384549.4512
99.37295218,2,2,28,0.44694592,18,0,1,A,apartment,good,gas,397782.8645
103.5198215,3,1,0,8.786766885,2,0,0,B,house,new,electric,409936.6317
138.3299469,5,1,44,12.83362185,3,0,0,C,apartment,new,none,370149.2115
82.25285833,2,3,41,4.996218765,15,0,1,B,apartment,old,none,278847.8497
116.4129214,5,1,44,5.344587593,13,1,1,C,apartment,good,gas,410871.1428
93.93422043,5,1,19,9.976840001,13,1,1,B,house,new,electric,398315.2922
93.4695639,2,1,25,9.881289942,7,2,1,B,house,good,gas,354149.3148
132.9633056,3,2,20,7.274625942,13,2,0,C,house,new,gas,529574.8111
124.7624905,5,3,49,8.895008927,2,1,0,A,apartment,new,gas,422430.8649
124.4052891,4,3,49,14.66117151,6,1,1,A,studio,good,gas,344102.8759
139.1643642,4,3,26,8.001561279,4,2,1,D,apartment,new,gas,486889.1448
100.6301152,2,2,35,3.464508284,11,0,0,D,house,old,electric,319995.8416
120.4585891,5,1,34,9.805804032,13,2,0,A,apartment,good,none,395783.6381
90.6919973,2,2,15,7.551527616,16,0,1,A,house,old,gas,396662.7407
109.7249906,4,3,28,15.03984179,10,2,1,C,house,old,none,374057.1631
96.09570837,2,1,6,17.82817481,15,0,1,D,house,good,none,277524.7018
102.9098789,5,1,6,4.736573647,14,2,0,A,house,new,gas,477603.5682
117.8547108,5,3,33,12.17005986,11,0,0,A,house,old,electric,420609.1556
75.4533795,4,1,47,0,19,0,1,D,apartment,old,none,205768.792
162.7716183,1,2,4,13.52962481,2,2,0,D,apartment,new,electric,513033.3054
69.81947856,1,3,7,11.93696541,12,0,1,B,studio,new,gas,245675.8925
63.57434162,3,2,7,10.61573154,4,1,1,C,house,old,electric,272479.7392
134.7433262,4,1,42,9.936566184,0,1,0,B,apartment,good,none,403704.729
123.7498808,3,3,28,5.112323594,7,1,0,C,house,good,none,433257.0832
118.7235945,4,1,9,5.833330169,11,1,0,A,house,new,none,493921.9089
118.8503653,5,3,0,5.190719159,16,1,0,C,house,good,electric,487905.0703
99.63259681,4,3,37,11.24830749,16,0,1,A,studio,new,none,342857.2892
73.08236886,2,3,27,2.471992549,14,2,1,D,house,new,electric,308634.9676
102.2741367,3,3,6,2.106307371,10,1,0,C,apartment,old,gas,430217.5163
79.68514865,4,3,16,17.31527852,2,1,1,A,apartment,old,gas,292418.9647
129.253592,3,1,47,10.9587625,10,2,1,C,studio,new,gas,364682.4771
95.58827855,4,3,45,2.551772205,10,0,0,C,studio,new,gas,312541.4988
75.2350841,1,2,23,14.80343745,13,0,1,A,studio,good,electric,251573.9207
90.35842475,3,3,34,5.636996469,16,2,0,D,apartment,old,none,285786.9551
112.3879436,5,2,8,6.82325774,2,2,1,A,studio,new,electric,473565.06
83.08826342,5,1,41,10.02840135,4,0,0,C,apartment,good,electric,237232.9393
75.33338813,4,3,2,3.268048338,12,0,1,D,apartment,good,gas,349829.4609
107.3106163,5,3,43,12.97343671,1,0,0,D,house,old,electric,261132.8537
107.3489971,5,2,3,6.991839694,5,0,1,B,studio,good,electric,416860.0897
84.79170474,3,3,31,0,5,0,0,C,house,old,none,307485.3386
85.86885083,4,1,43,11.78776312,3,0,0,C,apartment,good,gas,199499.2385
106.9614981,3,1,12,16.682929,17,0,0,B,apartment,old,gas,345275.3299
56.55746976,4,3,23,16.2783046,8,1,1,C,studio,old,none,101401.292
57.77608677,5,2,6,3.615692435,7,0,0,B,apartment,new,gas,307496.8174
78.44667336,4,1,18,12.4439643,12,2,0,D,house,good,electric,258026.2472
93.59658545,4,3,26,7.668755763,12,0,1,D,apartment,good,none,341122.6837
109.327227,2,2,49,11.35589389,16,1,1,D,house,old,gas,305815.4076
144.2606865,4,2,26,3.083611859,4,0,0,C,house,new,gas,544967.4332
